fecha,comunidad_autonoma,provincia,casos_confirmados,ingresos_uci,fallecidos,altas,lat,lon
2023-02-27,Ceuta,Ceuta,22,0,0,19,35.8891,-5.3167
2023-02-27,Melilla,Melilla,24,1,0,20,35.2923,-2.9475
2023-02-28,Andalucía,Sevilla,2189,96,50,1953,37.3886,-5.9845
2023-02-28,Aragón,Zaragoza,379,15,8,342,41.6488,-0.8891
2023-02-28,Asturias,Oviedo,215,7,6,193,43.3614,-5.8458
2023-02-28,Islas Baleares,Palma,241,7,6,205,39.5696,2.6502
2023-02-28,Canarias,Las Palmas,601,20,6,544,28.1235,-15.4134
2023-02-28,Cantabria,Santander,153,7,2,142,43.4623,-3.8044
2023-02-28,Castilla-La Mancha,Toledo,555,23,8,476,39.8628,-4.0245
2023-02-28,Castilla y León,Valladolid,724,27,13,681,41.6523,-4.7245
2023-02-28,Cataluña,Barcelona,2332,134,28,2081,41.3851,2.1734
2023-02-28,Comunidad Valenciana,Valencia,1370,70,32,1222,39.4699,-0.3763
2023-02-28,Extremadura,Mérida,327,13,5,296,38.916,-6.3438
2023-02-28,Galicia,Santiago,598,18,11,521,42.8782,-8.5449
2023-02-28,Madrid,Madrid,1789,86,41,1653,40.4168,-3.7038
2023-02-28,Murcia,Murcia,259,12,7,240,37.9924,-1.1307
2023-02-28,Navarra,Pamplona,192,9,4,179,42.8125,-1.6432
2023-02-28,País Vasco,Vitoria,531,26,11,452,42.8464,-2.6724
2023-02-28,La Rioja,Logroño,90,5,1,83,42.4627,-2.4449
2023-02-28,Ceuta,Ceuta,21,0,0,19,35.8891,-5.3167
2023-02-28,Melilla,Melilla,22,1,0,19,35.2923,-2.9475
2023-03-01,Andalucía,Sevilla,1985,68,41,1869,37.3886,-5.9845
2023-03-01,Aragón,Zaragoza,328,19,7,291,41.6488,-0.8891
2023-03-01,Asturias,Oviedo,240,12,3,208,43.3614,-5.8458
2023-03-01,Islas Baleares,Palma,331,19,3,310,39.5696,2.6502
2023-03-01,Canarias,Las Palmas,494,24,12,441,28.1235,-15.4134
2023-03-01,Cantabria,Santander,138,5,3,125,43.4623,-3.8044
2023-03-01,Castilla-La Mancha,Toledo,543,19,11,501,39.8628,-4.0245
2023-03-01,Castilla y León,Valladolid,589,31,14,508,41.6523,-4.7245
2023-03-01,Cataluña,Barcelona,2318,138,55,2132,41.3851,2.1734
2023-03-01,Comunidad Valenciana,Valencia,1494,88,16,1334,39.4699,-0.3763
2023-03-01,Extremadura,Mérida,236,12,3,220,38.916,-6.3438
2023-03-01,Galicia,Santiago,645,29,8,598,42.8782,-8.5449
2023-03-01,Madrid,Madrid,1922,68,38,1797,40.4168,-3.7038
2023-03-01,Murcia,Murcia,286,16,6,268,37.9924,-1.1307
2023-03-01,Navarra,Pamplona,197,8,4,178,42.8125,-1.6432
2023-03-01,País Vasco,Vitoria,514,20,13,448,42.8464,-2.6724
2023-03-01,La Rioja,Logroño,83,3,1,72,42.4627,-2.4449
2023-03-01,Ceuta,Ceuta,19,1,0,16,35.8891,-5.3167
2023-03-01,Melilla,Melilla,26,0,0,23,35.2923,-2.9475
2023-03-02,Andalucía,Sevilla,2091,93,36,1969,37.3886,-5.9845
2023-03-02,Aragón,Zaragoza,361,15,4,308,41.6488,-0.8891
2023-03-02,Asturias,Oviedo,309,17,8,265,43.3614,-5.8458
2023-03-02,Islas Baleares,Palma,261,14,5,239,39.5696,2.6502
2023-03-02,Canarias,Las Palmas,574,22,16,506,28.1235,-15.4134
2023-03-02,Cantabria,Santander,179,5,4,165,43.4623,-3.8044
2023-03-02,Castilla-La Mancha,Toledo,462,18,8,431,39.8628,-4.0245
2023-03-02,Castilla y León,Valladolid,748,34,18,679,41.6523,-4.7245
2023-03-02,Cataluña,Barcelona,2272,72,55,1931,41.3851,2.1734
2023-03-02,Comunidad Valenciana,Valencia,1336,53,33,1249,39.4699,-0.3763
2023-03-02,Extremadura,Mérida,270,14,7,250,38.916,-6.3438
2023-03-02,Galicia,Santiago,634,35,11,544,42.8782,-8.5449
2023-03-02,Madrid,Madrid,1837,105,24,1593,40.4168,-3.7038
2023-03-02,Murcia,Murcia,261,11,6,226,37.9924,-1.1307
2023-03-02,Navarra,Pamplona,142,7,3,126,42.8125,-1.6432
2023-03-02,País Vasco,Vitoria,627,25,11,568,42.8464,-2.6724
2023-03-02,La Rioja,Logroño,72,3,1,63,42.4627,-2.4449
2023-03-02,Ceuta,Ceuta,22,0,0,20,35.8891,-5.3167
2023-03-02,Melilla,Melilla,19,0,0,16,35.2923,-2.9475
2023-03-03,Andalucía,Sevilla,2306,101,50,2175,37.3886,-5.9845
2023-03-03,Aragón,Zaragoza,318,14,3,274,41.6488,-0.8891
2023-03-03,Asturias,Oviedo,216,8,3,203,43.3614,-5.8458
2023-03-03,Islas Baleares,Palma,324,17,7,284,39.5696,2.6502
2023-03-03,Canarias,Las Palmas,505,18,10,467,28.1235,-15.4134
2023-03-03,Cantabria,Santander,172,6,3,158,43.4623,-3.8044
2023-03-03,Castilla-La Mancha,Toledo,609,20,8,569,39.8628,-4.0245
2023-03-03,Castilla y León,Valladolid,672,32,7,629,41.6523,-4.7245
2023-03-03,Cataluña,Barcelona,1832,108,44,1718,41.3851,2.1734
2023-03-03,Comunidad Valenciana,Valencia,1307,70,17,1178,39.4699,-0.3763
2023-03-03,Extremadura,Mérida,245,9,4,217,38.916,-6.3438
2023-03-03,Galicia,Santiago,724,28,19,650,42.8782,-8.5449
2023-03-03,Madrid,Madrid,1847,75,54,1694,40.4168,-3.7038
2023-03-03,Murcia,Murcia,311,15,5,283,37.9924,-1.1307
2023-03-03,Navarra,Pamplona,185,10,4,168,42.8125,-1.6432
2023-03-03,País Vasco,Vitoria,684,32,7,621,42.8464,-2.6724
2023-03-03,La Rioja,Logroño,86,3,1,80,42.4627,-2.4449
2023-03-03,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-03-03,Melilla,Melilla,18,0,0,16,35.2923,-2.9475
2023-03-04,Andalucía,Sevilla,2338,85,55,2216,37.3886,-5.9845
2023-03-04,Aragón,Zaragoza,393,15,4,367,41.6488,-0.8891
2023-03-04,Asturias,Oviedo,270,11,3,241,43.3614,-5.8458
2023-03-04,Islas Baleares,Palma,250,9,5,228,39.5696,2.6502
2023-03-04,Canarias,Las Palmas,569,21,12,507,28.1235,-15.4134
2023-03-04,Cantabria,Santander,129,4,3,114,43.4623,-3.8044
2023-03-04,Castilla-La Mancha,Toledo,601,35,14,560,39.8628,-4.0245
2023-03-04,Castilla y León,Valladolid,728,23,15,682,41.6523,-4.7245
2023-03-04,Cataluña,Barcelona,1661,76,25,1444,41.3851,2.1734
2023-03-04,Comunidad Valenciana,Valencia,1227,53,14,1109,39.4699,-0.3763
2023-03-04,Extremadura,Mérida,294,12,8,276,38.916,-6.3438
2023-03-04,Galicia,Santiago,705,29,19,615,42.8782,-8.5449
2023-03-04,Madrid,Madrid,1528,87,40,1417,40.4168,-3.7038
2023-03-04,Murcia,Murcia,248,13,6,226,37.9924,-1.1307
2023-03-04,Navarra,Pamplona,182,8,1,160,42.8125,-1.6432
2023-03-04,País Vasco,Vitoria,523,19,12,467,42.8464,-2.6724
2023-03-04,La Rioja,Logroño,78,4,1,67,42.4627,-2.4449
2023-03-04,Ceuta,Ceuta,25,1,0,22,35.8891,-5.3167
2023-03-04,Melilla,Melilla,23,0,0,20,35.2923,-2.9475
2023-03-05,Andalucía,Sevilla,2610,137,67,2462,37.3886,-5.9845
2023-03-05,Aragón,Zaragoza,319,17,6,286,41.6488,-0.8891
2023-03-05,Asturias,Oviedo,280,14,6,247,43.3614,-5.8458
2023-03-05,Islas Baleares,Palma,239,10,5,226,39.5696,2.6502
2023-03-05,Canarias,Las Palmas,623,31,17,571,28.1235,-15.4134
2023-03-05,Cantabria,Santander,156,7,2,147,43.4623,-3.8044
2023-03-05,Castilla-La Mancha,Toledo,529,29,9,470,39.8628,-4.0245
2023-03-05,Castilla y León,Valladolid,588,27,16,554,41.6523,-4.7245
2023-03-05,Cataluña,Barcelona,1938,92,38,1703,41.3851,2.1734
2023-03-05,Comunidad Valenciana,Valencia,1121,61,20,986,39.4699,-0.3763
2023-03-05,Extremadura,Mérida,304,12,6,268,38.916,-6.3438
2023-03-05,Galicia,Santiago,840,44,11,764,42.8782,-8.5449
2023-03-05,Madrid,Madrid,1859,91,31,1605,40.4168,-3.7038
2023-03-05,Murcia,Murcia,276,12,7,238,37.9924,-1.1307
2023-03-05,Navarra,Pamplona,165,9,3,147,42.8125,-1.6432
2023-03-05,País Vasco,Vitoria,646,27,11,567,42.8464,-2.6724
2023-03-05,La Rioja,Logroño,75,3,0,65,42.4627,-2.4449
2023-03-05,Ceuta,Ceuta,22,1,0,19,35.8891,-5.3167
2023-03-05,Melilla,Melilla,20,1,0,17,35.2923,-2.9475
2023-03-06,Andalucía,Sevilla,1931,107,53,1818,37.3886,-5.9845
2023-03-06,Aragón,Zaragoza,369,17,8,330,41.6488,-0.8891
2023-03-06,Asturias,Oviedo,263,14,5,226,43.3614,-5.8458
2023-03-06,Islas Baleares,Palma,296,11,3,276,39.5696,2.6502
2023-03-06,Canarias,Las Palmas,593,31,11,538,28.1235,-15.4134
2023-03-06,Cantabria,Santander,158,8,4,135,43.4623,-3.8044
2023-03-06,Castilla-La Mancha,Toledo,638,31,14,549,39.8628,-4.0245
2023-03-06,Castilla y León,Valladolid,569,27,14,503,41.6523,-4.7245
2023-03-06,Cataluña,Barcelona,1863,74,54,1680,41.3851,2.1734
2023-03-06,Comunidad Valenciana,Valencia,1391,55,25,1208,39.4699,-0.3763
2023-03-06,Extremadura,Mérida,311,16,6,280,38.916,-6.3438
2023-03-06,Galicia,Santiago,701,33,8,627,42.8782,-8.5449
2023-03-06,Madrid,Madrid,1775,85,21,1539,40.4168,-3.7038
2023-03-06,Murcia,Murcia,286,16,3,259,37.9924,-1.1307
2023-03-06,Navarra,Pamplona,141,5,2,125,42.8125,-1.6432
2023-03-06,País Vasco,Vitoria,564,28,5,484,42.8464,-2.6724
2023-03-06,La Rioja,Logroño,99,4,1,91,42.4627,-2.4449
2023-03-06,Ceuta,Ceuta,23,0,0,21,35.8891,-5.3167
2023-03-06,Melilla,Melilla,26,1,0,22,35.2923,-2.9475
2023-03-07,Andalucía,Sevilla,2034,111,21,1911,37.3886,-5.9845
2023-03-07,Aragón,Zaragoza,336,13,7,297,41.6488,-0.8891
2023-03-07,Asturias,Oviedo,241,9,2,218,43.3614,-5.8458
2023-03-07,Islas Baleares,Palma,313,13,8,280,39.5696,2.6502
2023-03-07,Canarias,Las Palmas,532,21,11,472,28.1235,-15.4134
2023-03-07,Cantabria,Santander,157,7,3,143,43.4623,-3.8044
2023-03-07,Castilla-La Mancha,Toledo,619,28,6,568,39.8628,-4.0245
2023-03-07,Castilla y León,Valladolid,678,24,12,583,41.6523,-4.7245
2023-03-07,Cataluña,Barcelona,2154,103,24,1998,41.3851,2.1734
2023-03-07,Comunidad Valenciana,Valencia,1471,53,34,1362,39.4699,-0.3763
2023-03-07,Extremadura,Mérida,352,10,4,314,38.916,-6.3438
2023-03-07,Galicia,Santiago,782,41,12,738,42.8782,-8.5449
2023-03-07,Madrid,Madrid,1897,89,35,1700,40.4168,-3.7038
2023-03-07,Murcia,Murcia,289,14,6,263,37.9924,-1.1307
2023-03-07,Navarra,Pamplona,188,8,3,162,42.8125,-1.6432
2023-03-07,País Vasco,Vitoria,522,24,7,460,42.8464,-2.6724
2023-03-07,La Rioja,Logroño,100,4,2,93,42.4627,-2.4449
2023-03-07,Ceuta,Ceuta,23,1,0,20,35.8891,-5.3167
2023-03-07,Melilla,Melilla,19,0,0,17,35.2923,-2.9475
2023-03-08,Andalucía,Sevilla,2556,113,38,2413,37.3886,-5.9845
2023-03-08,Aragón,Zaragoza,384,12,9,344,41.6488,-0.8891
2023-03-08,Asturias,Oviedo,238,10,6,217,43.3614,-5.8458
2023-03-08,Islas Baleares,Palma,297,12,6,254,39.5696,2.6502
2023-03-08,Canarias,Las Palmas,557,30,7,526,28.1235,-15.4134
2023-03-08,Cantabria,Santander,144,7,2,129,43.4623,-3.8044
2023-03-08,Castilla-La Mancha,Toledo,514,27,10,467,39.8628,-4.0245
2023-03-08,Castilla y León,Valladolid,654,29,8,600,41.6523,-4.7245
2023-03-08,Cataluña,Barcelona,1829,88,47,1731,41.3851,2.1734
2023-03-08,Comunidad Valenciana,Valencia,1444,57,34,1267,39.4699,-0.3763
2023-03-08,Extremadura,Mérida,319,13,7,290,38.916,-6.3438
2023-03-08,Galicia,Santiago,755,37,19,658,42.8782,-8.5449
2023-03-08,Madrid,Madrid,1937,83,55,1797,40.4168,-3.7038
2023-03-08,Murcia,Murcia,218,8,2,191,37.9924,-1.1307
2023-03-08,Navarra,Pamplona,208,9,3,191,42.8125,-1.6432
2023-03-08,País Vasco,Vitoria,720,26,10,673,42.8464,-2.6724
2023-03-08,La Rioja,Logroño,83,4,1,77,42.4627,-2.4449
2023-03-08,Ceuta,Ceuta,18,0,0,15,35.8891,-5.3167
2023-03-08,Melilla,Melilla,18,0,0,17,35.2923,-2.9475
2023-03-09,Andalucía,Sevilla,2013,116,22,1764,37.3886,-5.9845
2023-03-09,Aragón,Zaragoza,427,14,8,389,41.6488,-0.8891
2023-03-09,Asturias,Oviedo,294,9,5,267,43.3614,-5.8458
2023-03-09,Islas Baleares,Palma,338,20,5,293,39.5696,2.6502
2023-03-09,Canarias,Las Palmas,543,25,5,482,28.1235,-15.4134
2023-03-09,Cantabria,Santander,189,5,5,169,43.4623,-3.8044
2023-03-09,Castilla-La Mancha,Toledo,553,28,15,504,39.8628,-4.0245
2023-03-09,Castilla y León,Valladolid,692,20,16,619,41.6523,-4.7245
2023-03-09,Cataluña,Barcelona,2134,109,37,1915,41.3851,2.1734
2023-03-09,Comunidad Valenciana,Valencia,1266,40,14,1089,39.4699,-0.3763
2023-03-09,Extremadura,Mérida,318,17,4,281,38.916,-6.3438
2023-03-09,Galicia,Santiago,839,35,14,723,42.8782,-8.5449
2023-03-09,Madrid,Madrid,2005,80,21,1814,40.4168,-3.7038
2023-03-09,Murcia,Murcia,288,10,7,267,37.9924,-1.1307
2023-03-09,Navarra,Pamplona,155,9,2,145,42.8125,-1.6432
2023-03-09,País Vasco,Vitoria,559,31,7,477,42.8464,-2.6724
2023-03-09,La Rioja,Logroño,82,4,1,72,42.4627,-2.4449
2023-03-09,Ceuta,Ceuta,27,1,0,24,35.8891,-5.3167
2023-03-09,Melilla,Melilla,21,1,0,19,35.2923,-2.9475
2023-03-10,Andalucía,Sevilla,2730,91,39,2384,37.3886,-5.9845
2023-03-10,Aragón,Zaragoza,411,18,8,381,41.6488,-0.8891
2023-03-10,Asturias,Oviedo,321,12,4,273,43.3614,-5.8458
2023-03-10,Islas Baleares,Palma,360,18,8,324,39.5696,2.6502
2023-03-10,Canarias,Las Palmas,635,29,15,601,28.1235,-15.4134
2023-03-10,Cantabria,Santander,151,8,3,134,43.4623,-3.8044
2023-03-10,Castilla-La Mancha,Toledo,487,19,10,454,39.8628,-4.0245
2023-03-10,Castilla y León,Valladolid,728,35,12,660,41.6523,-4.7245
2023-03-10,Cataluña,Barcelona,1685,60,47,1447,41.3851,2.1734
2023-03-10,Comunidad Valenciana,Valencia,1519,87,41,1423,39.4699,-0.3763
2023-03-10,Extremadura,Mérida,243,11,6,213,38.916,-6.3438
2023-03-10,Galicia,Santiago,839,27,16,781,42.8782,-8.5449
2023-03-10,Madrid,Madrid,1618,95,44,1472,40.4168,-3.7038
2023-03-10,Murcia,Murcia,317,14,3,281,37.9924,-1.1307
2023-03-10,Navarra,Pamplona,196,9,2,169,42.8125,-1.6432
2023-03-10,País Vasco,Vitoria,649,30,17,559,42.8464,-2.6724
2023-03-10,La Rioja,Logroño,75,2,1,68,42.4627,-2.4449
2023-03-10,Ceuta,Ceuta,22,0,0,19,35.8891,-5.3167
2023-03-10,Melilla,Melilla,27,0,0,25,35.2923,-2.9475
2023-03-11,Andalucía,Sevilla,1995,91,55,1839,37.3886,-5.9845
2023-03-11,Aragón,Zaragoza,301,16,7,285,41.6488,-0.8891
2023-03-11,Asturias,Oviedo,286,14,3,252,43.3614,-5.8458
2023-03-11,Islas Baleares,Palma,285,15,4,253,39.5696,2.6502
2023-03-11,Canarias,Las Palmas,640,23,16,548,28.1235,-15.4134
2023-03-11,Cantabria,Santander,145,5,1,132,43.4623,-3.8044
2023-03-11,Castilla-La Mancha,Toledo,592,29,13,534,39.8628,-4.0245
2023-03-11,Castilla y León,Valladolid,794,25,10,708,41.6523,-4.7245
2023-03-11,Cataluña,Barcelona,2094,100,36,1894,41.3851,2.1734
2023-03-11,Comunidad Valenciana,Valencia,1138,59,30,1050,39.4699,-0.3763
2023-03-11,Extremadura,Mérida,275,15,5,257,38.916,-6.3438
2023-03-11,Galicia,Santiago,753,39,16,696,42.8782,-8.5449
2023-03-11,Madrid,Madrid,2106,90,56,1965,40.4168,-3.7038
2023-03-11,Murcia,Murcia,249,11,6,214,37.9924,-1.1307
2023-03-11,Navarra,Pamplona,152,7,2,143,42.8125,-1.6432
2023-03-11,País Vasco,Vitoria,613,36,14,573,42.8464,-2.6724
2023-03-11,La Rioja,Logroño,74,2,0,67,42.4627,-2.4449
2023-03-11,Ceuta,Ceuta,25,1,0,21,35.8891,-5.3167
2023-03-11,Melilla,Melilla,27,1,0,24,35.2923,-2.9475
2023-03-12,Andalucía,Sevilla,1957,86,42,1733,37.3886,-5.9845
2023-03-12,Aragón,Zaragoza,335,13,5,308,41.6488,-0.8891
2023-03-12,Asturias,Oviedo,269,13,3,237,43.3614,-5.8458
2023-03-12,Islas Baleares,Palma,359,18,10,314,39.5696,2.6502
2023-03-12,Canarias,Las Palmas,554,23,15,478,28.1235,-15.4134
2023-03-12,Cantabria,Santander,179,6,5,161,43.4623,-3.8044
2023-03-12,Castilla-La Mancha,Toledo,617,21,7,553,39.8628,-4.0245
2023-03-12,Castilla y León,Valladolid,640,23,16,567,41.6523,-4.7245
2023-03-12,Cataluña,Barcelona,1880,86,54,1685,41.3851,2.1734
2023-03-12,Comunidad Valenciana,Valencia,1392,68,34,1184,39.4699,-0.3763
2023-03-12,Extremadura,Mérida,306,10,4,287,38.916,-6.3438
2023-03-12,Galicia,Santiago,841,44,10,745,42.8782,-8.5449
2023-03-12,Madrid,Madrid,1763,105,42,1596,40.4168,-3.7038
2023-03-12,Murcia,Murcia,231,10,5,203,37.9924,-1.1307
2023-03-12,Navarra,Pamplona,144,6,2,135,42.8125,-1.6432
2023-03-12,País Vasco,Vitoria,536,24,10,485,42.8464,-2.6724
2023-03-12,La Rioja,Logroño,80,2,2,69,42.4627,-2.4449
2023-03-12,Ceuta,Ceuta,25,1,0,21,35.8891,-5.3167
2023-03-12,Melilla,Melilla,27,1,0,23,35.2923,-2.9475
2023-03-13,Andalucía,Sevilla,2052,116,53,1772,37.3886,-5.9845
2023-03-13,Aragón,Zaragoza,346,17,6,326,41.6488,-0.8891
2023-03-13,Asturias,Oviedo,252,9,2,229,43.3614,-5.8458
2023-03-13,Islas Baleares,Palma,290,16,6,262,39.5696,2.6502
2023-03-13,Canarias,Las Palmas,550,18,7,492,28.1235,-15.4134
2023-03-13,Cantabria,Santander,130,6,2,114,43.4623,-3.8044
2023-03-13,Castilla-La Mancha,Toledo,465,25,6,404,39.8628,-4.0245
2023-03-13,Castilla y León,Valladolid,615,29,7,534,41.6523,-4.7245
2023-03-13,Cataluña,Barcelona,2129,115,60,1892,41.3851,2.1734
2023-03-13,Comunidad Valenciana,Valencia,1568,49,27,1338,39.4699,-0.3763
2023-03-13,Extremadura,Mérida,297,12,3,262,38.916,-6.3438
2023-03-13,Galicia,Santiago,683,26,16,619,42.8782,-8.5449
2023-03-13,Madrid,Madrid,2016,94,32,1801,40.4168,-3.7038
2023-03-13,Murcia,Murcia,223,7,4,193,37.9924,-1.1307
2023-03-13,Navarra,Pamplona,206,8,4,180,42.8125,-1.6432
2023-03-13,País Vasco,Vitoria,668,25,13,582,42.8464,-2.6724
2023-03-13,La Rioja,Logroño,79,4,2,68,42.4627,-2.4449
2023-03-13,Ceuta,Ceuta,26,1,0,22,35.8891,-5.3167
2023-03-13,Melilla,Melilla,20,0,0,17,35.2923,-2.9475
2023-03-14,Andalucía,Sevilla,2049,75,51,1905,37.3886,-5.9845
2023-03-14,Aragón,Zaragoza,412,22,8,379,41.6488,-0.8891
2023-03-14,Asturias,Oviedo,255,10,7,223,43.3614,-5.8458
2023-03-14,Islas Baleares,Palma,343,15,7,322,39.5696,2.6502
2023-03-14,Canarias,Las Palmas,556,27,15,494,28.1235,-15.4134
2023-03-14,Cantabria,Santander,157,4,4,138,43.4623,-3.8044
2023-03-14,Castilla-La Mancha,Toledo,543,24,14,461,39.8628,-4.0245
2023-03-14,Castilla y León,Valladolid,754,43,10,673,41.6523,-4.7245
2023-03-14,Cataluña,Barcelona,1972,115,58,1732,41.3851,2.1734
2023-03-14,Comunidad Valenciana,Valencia,1192,36,13,1088,39.4699,-0.3763
2023-03-14,Extremadura,Mérida,352,14,9,319,38.916,-6.3438
2023-03-14,Galicia,Santiago,789,45,13,723,42.8782,-8.5449
2023-03-14,Madrid,Madrid,1953,61,52,1712,40.4168,-3.7038
2023-03-14,Murcia,Murcia,265,10,5,242,37.9924,-1.1307
2023-03-14,Navarra,Pamplona,215,10,4,185,42.8125,-1.6432
2023-03-14,País Vasco,Vitoria,671,30,17,627,42.8464,-2.6724
2023-03-14,La Rioja,Logroño,81,4,0,73,42.4627,-2.4449
2023-03-14,Ceuta,Ceuta,27,1,0,24,35.8891,-5.3167
2023-03-14,Melilla,Melilla,24,1,0,22,35.2923,-2.9475
2023-03-15,Andalucía,Sevilla,2724,147,78,2328,37.3886,-5.9845
2023-03-15,Aragón,Zaragoza,346,18,8,321,41.6488,-0.8891
2023-03-15,Asturias,Oviedo,327,18,7,307,43.3614,-5.8458
2023-03-15,Islas Baleares,Palma,280,11,5,265,39.5696,2.6502
2023-03-15,Canarias,Las Palmas,679,22,18,614,28.1235,-15.4134
2023-03-15,Cantabria,Santander,180,10,3,169,43.4623,-3.8044
2023-03-15,Castilla-La Mancha,Toledo,460,15,8,416,39.8628,-4.0245
2023-03-15,Castilla y León,Valladolid,546,22,8,482,41.6523,-4.7245
2023-03-15,Cataluña,Barcelona,1804,84,30,1693,41.3851,2.1734
2023-03-15,Comunidad Valenciana,Valencia,1314,42,14,1181,39.4699,-0.3763
2023-03-15,Extremadura,Mérida,286,10,8,269,38.916,-6.3438
2023-03-15,Galicia,Santiago,611,27,12,555,42.8782,-8.5449
2023-03-15,Madrid,Madrid,1908,77,20,1734,40.4168,-3.7038
2023-03-15,Murcia,Murcia,274,9,5,256,37.9924,-1.1307
2023-03-15,Navarra,Pamplona,218,7,3,203,42.8125,-1.6432
2023-03-15,País Vasco,Vitoria,718,40,18,675,42.8464,-2.6724
2023-03-15,La Rioja,Logroño,78,3,1,72,42.4627,-2.4449
2023-03-15,Ceuta,Ceuta,24,1,0,22,35.8891,-5.3167
2023-03-15,Melilla,Melilla,20,1,0,18,35.2923,-2.9475
2023-03-16,Andalucía,Sevilla,2377,136,42,2054,37.3886,-5.9845
2023-03-16,Aragón,Zaragoza,437,20,9,414,41.6488,-0.8891
2023-03-16,Asturias,Oviedo,322,13,7,288,43.3614,-5.8458
2023-03-16,Islas Baleares,Palma,282,12,3,258,39.5696,2.6502
2023-03-16,Canarias,Las Palmas,490,22,12,419,28.1235,-15.4134
2023-03-16,Cantabria,Santander,192,9,4,171,43.4623,-3.8044
2023-03-16,Castilla-La Mancha,Toledo,508,28,5,436,39.8628,-4.0245
2023-03-16,Castilla y León,Valladolid,632,19,6,596,41.6523,-4.7245
2023-03-16,Cataluña,Barcelona,2464,136,71,2223,41.3851,2.1734
2023-03-16,Comunidad Valenciana,Valencia,1579,66,40,1420,39.4699,-0.3763
2023-03-16,Extremadura,Mérida,306,13,6,285,38.916,-6.3438
2023-03-16,Galicia,Santiago,614,30,10,527,42.8782,-8.5449
2023-03-16,Madrid,Madrid,1945,64,19,1744,40.4168,-3.7038
2023-03-16,Murcia,Murcia,293,13,7,275,37.9924,-1.1307
2023-03-16,Navarra,Pamplona,151,7,2,138,42.8125,-1.6432
2023-03-16,País Vasco,Vitoria,591,24,6,537,42.8464,-2.6724
2023-03-16,La Rioja,Logroño,81,3,2,69,42.4627,-2.4449
2023-03-16,Ceuta,Ceuta,22,1,0,20,35.8891,-5.3167
2023-03-16,Melilla,Melilla,22,1,0,19,35.2923,-2.9475
2023-03-17,Andalucía,Sevilla,2581,121,72,2273,37.3886,-5.9845
2023-03-17,Aragón,Zaragoza,382,16,5,355,41.6488,-0.8891
2023-03-17,Asturias,Oviedo,330,11,4,293,43.3614,-5.8458
2023-03-17,Islas Baleares,Palma,264,15,6,246,39.5696,2.6502
2023-03-17,Canarias,Las Palmas,481,20,10,416,28.1235,-15.4134
2023-03-17,Cantabria,Santander,188,6,3,175,43.4623,-3.8044
2023-03-17,Castilla-La Mancha,Toledo,477,22,5,407,39.8628,-4.0245
2023-03-17,Castilla y León,Valladolid,639,19,16,544,41.6523,-4.7245
2023-03-17,Cataluña,Barcelona,1959,106,46,1717,41.3851,2.1734
2023-03-17,Comunidad Valenciana,Valencia,1233,73,33,1052,39.4699,-0.3763
2023-03-17,Extremadura,Mérida,324,14,6,297,38.916,-6.3438
2023-03-17,Galicia,Santiago,797,31,17,684,42.8782,-8.5449
2023-03-17,Madrid,Madrid,1758,88,40,1531,40.4168,-3.7038
2023-03-17,Murcia,Murcia,308,13,3,273,37.9924,-1.1307
2023-03-17,Navarra,Pamplona,152,4,3,136,42.8125,-1.6432
2023-03-17,País Vasco,Vitoria,675,24,8,632,42.8464,-2.6724
2023-03-17,La Rioja,Logroño,79,3,2,68,42.4627,-2.4449
2023-03-17,Ceuta,Ceuta,28,1,0,24,35.8891,-5.3167
2023-03-17,Melilla,Melilla,26,1,0,24,35.2923,-2.9475
2023-03-18,Andalucía,Sevilla,2633,94,38,2455,37.3886,-5.9845
2023-03-18,Aragón,Zaragoza,420,24,5,397,41.6488,-0.8891
2023-03-18,Asturias,Oviedo,300,12,4,273,43.3614,-5.8458
2023-03-18,Islas Baleares,Palma,283,13,3,267,39.5696,2.6502
2023-03-18,Canarias,Las Palmas,545,28,7,508,28.1235,-15.4134
2023-03-18,Cantabria,Santander,187,6,5,162,43.4623,-3.8044
2023-03-18,Castilla-La Mancha,Toledo,554,31,6,497,39.8628,-4.0245
2023-03-18,Castilla y León,Valladolid,818,42,24,776,41.6523,-4.7245
2023-03-18,Cataluña,Barcelona,1975,61,27,1870,41.3851,2.1734
2023-03-18,Comunidad Valenciana,Valencia,1404,57,36,1227,39.4699,-0.3763
2023-03-18,Extremadura,Mérida,280,10,4,238,38.916,-6.3438
2023-03-18,Galicia,Santiago,616,33,15,560,42.8782,-8.5449
2023-03-18,Madrid,Madrid,2131,86,28,1917,40.4168,-3.7038
2023-03-18,Murcia,Murcia,293,15,3,262,37.9924,-1.1307
2023-03-18,Navarra,Pamplona,182,9,2,163,42.8125,-1.6432
2023-03-18,País Vasco,Vitoria,512,27,12,484,42.8464,-2.6724
2023-03-18,La Rioja,Logroño,93,5,1,84,42.4627,-2.4449
2023-03-18,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-03-18,Melilla,Melilla,20,0,0,17,35.2923,-2.9475
2023-03-19,Andalucía,Sevilla,2061,92,27,1914,37.3886,-5.9845
2023-03-19,Aragón,Zaragoza,410,22,10,357,41.6488,-0.8891
2023-03-19,Asturias,Oviedo,291,11,5,251,43.3614,-5.8458
2023-03-19,Islas Baleares,Palma,268,14,5,239,39.5696,2.6502
